country,season,total_flights,departures,arrivals
Malta,Autumn,133.9010989010989,67.10622710622711,66.7948717948718
Moldova,Winter,51.118136439267886,25.494176372712147,25.62396006655574
Moldova,Spring,47.52566096423017,23.744945567651634,23.78071539657854
Moldova,Summer,75.09057971014492,37.51086956521739,37.57971014492754
Moldova,Autumn,61.404761904761905,30.68864468864469,30.716117216117215
Montenegro,Winter,24.369384359401,12.189683860232945,12.179700499168053
Montenegro,Spring,27.032310177705977,13.518578352180937,13.51373182552504
Montenegro,Summer,40.16393442622951,20.072859744990893,20.091074681238617
Montenegro,Autumn,32.27472527472528,16.146520146520146,16.128205128205128
Morocco,Winter,62.580747812251396,31.336515513126493,31.2442322991249
Morocco,Spring,60.47551342812006,30.238941548183256,30.236571879936808
Morocco,Summer,67.79530516431925,33.92018779342723,33.87511737089202
Morocco,Autumn,66.8891433806688,33.41731562070545,33.471827759963354
Netherlands,Winter,253.88,126.92477064220184,126.95522935779816
Netherlands,Spring,258.8882588392261,129.39259506337558,129.49566377585057
Netherlands,Summer,294.5779423226812,147.2899454403741,147.28799688230708
Netherlands,Autumn,290.4756820877817,145.23685251087386,145.23882957690788
Norway,Winter,48.21390345128877,24.102009611183924,24.111893840104848
Norway,Spring,49.598993374762465,24.789122284422987,24.809871090339477
Norway,Summer,52.58373853634517,26.282636794485136,26.301101741860037
Norway,Autumn,56.841736868186324,28.41910307234886,28.422633795837463
Poland,Winter,61.70420475319927,30.844363193174893,30.859841560024375
Poland,Spring,62.259794776119406,31.125,31.134794776119403
Poland,Summer,75.8037323037323,37.891891891891895,37.91184041184041
Poland,Autumn,71.62065373095456,35.792290662846725,35.82836306810783
Portugal,Winter,80.85573122529644,40.44054677206851,40.41518445322793
Portugal,Spring,88.69451294697903,44.3540382244143,44.340474722564736
Portugal,Summer,110.91743281471004,55.47294908062235,55.4444837340877
Portugal,Autumn,100.99462269223875,50.51030650654239,50.484316185696365
Republic of North Macedonia,Winter,36.339434276206326,18.164725457570714,18.174708818635608
Republic of North Macedonia,Spring,37.07728706624606,18.545741324921135,18.531545741324923
Republic of North Macedonia,Summer,48.74270072992701,24.35036496350365,24.392335766423358
Republic of North Macedonia,Autumn,42.56776556776557,21.2985347985348,21.26923076923077
Romania,Winter,130.67932489451476,65.38649789029536,65.2928270042194
Romania,Spring,132.90916209866876,66.47768206734534,66.43148003132342
Romania,Summer,159.9561243144424,79.94241316270566,80.01371115173674
Romania,Autumn,149.38986175115207,74.69677419354839,74.69308755760369
Serbia,Winter,136.12645590682197,68.04326123128119,68.08319467554077
Serbia,Spring,138.76242236024845,69.39596273291926,69.36645962732919
Serbia,Summer,195.3913043478261,97.7481884057971,97.64311594202898
Serbia,Autumn,166.4065934065934,83.14835164835165,83.25824175824175
Slovakia,Winter,39.27454242928452,19.600665557404326,19.6738768718802
Slovakia,Spring,40.97634069400631,20.44006309148265,20.536277602523658
Slovakia,Summer,67.19782214156079,33.5480943738657,33.6497277676951
Slovakia,Autumn,52.15934065934066,26.031135531135533,26.128205128205128
Slovenia,Winter,24.700407608695652,12.328804347826088,12.371603260869565
Slovenia,Spring,25.6814210832848,12.804892253931275,12.876528829353523
Slovenia,Summer,30.088819875776398,15.019875776397516,15.068944099378882
Slovenia,Autumn,27.551794177386594,13.732566012186865,13.819228165199728
Spain,Winter,83.12588501840838,41.56573916737468,41.5601458510337
Spain,Spring,93.74685950974401,46.86660555442385,46.88025395532016
Spain,Summer,118.09100712497593,59.050991719622566,59.04001540535336
Spain,Autumn,101.26285994640902,50.63958183945352,50.6232781069555
Sweden,Winter,245.6371237458194,122.80267558528428,122.83444816053512
Sweden,Spring,253.20818228896945,126.57586742620404,126.63231486276541
Sweden,Summer,253.64328899637243,126.81983071342201,126.82345828295043
Sweden,Autumn,285.6947496947497,142.83028083028083,142.86446886446888
Switzerland,Winter,331.472807991121,165.7602663706992,165.71254162042175
Switzerland,Spring,321.30484627410107,160.68577384054194,160.61907243355915
Switzerland,Summer,359.35205314009664,179.7578502415459,179.59420289855072
Switzerland,Autumn,355.010094637224,177.58927444794952,177.42082018927445
Türkiye,Winter,379.87581699346407,189.961972667855,189.91384432560903
Türkiye,Spring,392.6791972866026,196.29423403052573,196.38496325607687
Türkiye,Summer,516.0187747035573,258.0701581027668,257.9486166007905
Türkiye,Autumn,476.39328063241106,238.1861001317523,238.20718050065875
Ukraine,Winter,199.94137353433837,99.9782244556114,99.96314907872697
Ukraine,Spring,196.86618444846292,98.40325497287523,98.4629294755877
Ukraine,Summer,255.18840579710144,127.64673913043478,127.54166666666667
Ukraine,Autumn,245.28754578754578,122.64468864468864,122.64285714285714
United Kingdom,Winter,221.56887892376682,110.76547085201794,110.80340807174888
United Kingdom,Spring,231.67114770626785,115.79633675012603,115.87481095614183
United Kingdom,Summer,266.0695161133288,133.02346412228604,133.04605199104273
United Kingdom,Autumn,256.46655534819763,128.2465376682055,128.22001767999214
